ResponseID,SiteCountry,City,Sample,DataCollection,Gender,Age,Origin,Degree,Major,Attention,Tightness_Q1,Tightness_Q2,Tightness_Q3,Tightness_Q4,Tightness_Q5,Tightness_Q6,Tightness_Q1_adjusted,Tightness_Q2_adjusted,Tightness_Q3_adjusted,Tightness_Q4_adjusted,Tightness_Q5_adjusted,Tightness_Q6_adjusted
11920,Indonesia,Surabaya,Student,1,2,21,1,4,1,4,5,5,6,5,5,2,2.86,2.86,3.86,7.14,2.86,-.14
13806,Indonesia,Surabaya,Non-Student,2,2,21,1,3, ,4,6,6,6,2,4,3,3.92,3.92,3.92,4.08,1.92,.92
13807,Indonesia,Surabaya,Non-Student,2,2,21,1,4, ,4,6,5,5,3,5,3,3.72,2.72,2.72,5.28,2.72,.72
13808,Indonesia,Surabaya,Non-Student,2,2,21,1,4, ,4,5,2,6,3,4,2,3.08,.0800000000000001,4.08,4.92,2.08,.0800000000000001
13809,Indonesia,Surabaya,Non-Student,2,2,21,1,4, ,4,6,3,5,2,5,2,4.32,1.32,3.32,3.68,3.32,.32
13810,Indonesia,Surabaya,Non-Student,2,1,21,1,2, ,4,5,5,5,2,6,3,2.54,2.54,2.54,4.46,3.54,.54
13811,Indonesia,Surabaya,Non-Student,2,2,21,1,2, ,4,6,6,5,4,6,3,4.14,4.14,3.14,5.86,4.14,1.14
13812,Indonesia,Surabaya,Non-Student,2,2,21,1,4, ,4,6,6,6,1,6,3,3.12,3.12,3.12,3.88,3.12,.12
13813,Indonesia,Surabaya,Non-Student,2,2,21,1,4, ,4,5,4,5,5,3,3,2.72,1.72,2.72,7.28,.72,.72
13999,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,6,6,6,5,6,2,3.54,3.54,3.54,7.46,3.54,-.46
14000,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,6,4,5,1,3,2,4.16,2.16,3.16,2.84,1.16,.16
14001,Indonesia,Surabaya,Student,1,2,22,1,5,1,4,6,6,6,1,6,2,3.38,3.38,3.38,3.62,3.38,-.62
14002,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,5,4,4,2,5,2,2.84,1.84,1.84,4.16,2.84,-.16
14003,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,6,6,6,1,6,4,4.92,4.92,4.92,2.08,4.92,2.92
14004,Indonesia,Surabaya,Student,1,2,22,1,4,1,4,5,5,4,3,6,2,3.14,3.14,2.14,4.86,4.14,.14
14005,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,6,6,6,5,6,2,3.4,3.4,3.4,7.6,3.4,-.6
14006,Indonesia,Surabaya,Student,1,2,22,1,2,1,4,6,5,5,4,5,4,4.4,3.4,3.4,5.6,3.4,2.4
14007,Indonesia,Surabaya,Student,1,2,22,1,1,1,4,6,6,6,1,5,5,3.88,3.88,3.88,3.12,2.88,2.88
14008,Indonesia,Surabaya,Student,1,1,22,1,4,1,4,6,2,5,2,6,2,3.92,-.0800000000000001,2.92,4.08,3.92,-.0800000000000001
14009,Indonesia,Surabaya,Student,1,2,22,1,4,1,4,6,5,5,3,5,2,4.08,3.08,3.08,4.92,3.08,.0800000000000001
15375,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,6,6,5,3,5,5,3.76,3.76,2.76,5.24,2.76,2.76
15376,Indonesia,Surabaya,Non-Student,2,1,22,1,1, ,4,6,5,6,2,6,2,3.84,2.84,3.84,4.16,3.84,-.16
15377,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,6,4,6,4,6,5,3.7,1.7,3.7,6.3,3.7,2.7
15378,Indonesia,Surabaya,Non-Student,2,2,22,1,2, ,4,6,6,6,2,6,5,3.76,3.76,3.76,4.24,3.76,2.76
15379,Indonesia,Surabaya,Non-Student,2,2,22,1,4, ,4,6,6,6,3,6,4,3.58,3.58,3.58,5.42,3.58,1.58
15380,Indonesia,Surabaya,Non-Student,2,1,22,1,4, ,4,5,4,5,1,4,5,3.44,2.44,3.44,2.56,2.44,3.44
15381,Indonesia,Surabaya,Non-Student,2,1,22,1,4, ,4,5,4,5,4,5,4,2.48,1.48,2.48,6.52,2.48,1.48
15382,Indonesia,Surabaya,Non-Student,2,1,22,1,4, ,4,6,6,6,3,5,6,3.62,3.62,3.62,5.38,2.62,3.62
15383,Indonesia,Surabaya,Non-Student,2,2,22,1,4, ,4,6,3,6,3,5,4,4.94,1.94,4.94,4.06,3.94,2.94
15384,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,6,6,6,4,4,2,3.64,3.64,3.64,6.36,1.64,-.36
15385,Indonesia,Surabaya,Non-Student,2,2,22,1,2, ,4,5,4,5,5,4,2,2.5,1.5,2.5,7.5,1.5,-.5
15386,Indonesia,Surabaya,Non-Student,2,2,22,1,2, ,4,5,2,3,5,4,4,2.52,-.48,.52,7.48,1.52,1.52
15387,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,5,2,2,3,5,2,2.12,-.88,-.88,5.88,2.12,-.88
15388,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,6,4,5,2,5,4,3.84,1.84,2.84,4.16,2.84,1.84
15389,Indonesia,Surabaya,Non-Student,2,2,22,1,4, ,4,6,2,5,2,5,3,3.62,-.38,2.62,4.38,2.62,.62
15390,Indonesia,Surabaya,Non-Student,2,2,22,1,2, ,4,5,3,5,5,5,2,2.66,.66,2.66,7.34,2.66,-.34
15391,Indonesia,Surabaya,Non-Student,2,2,22,1,5, ,4,5,5,5,5,5,3,2.86,2.86,2.86,7.14,2.86,.86
15392,Indonesia,Surabaya,Non-Student,2,2,22,1,4, ,4,6,5,6,1,5,4,3.38,2.38,3.38,3.62,2.38,1.38
15509,Indonesia,Surabaya,Student,1,1,23,1,4,1,4,6,6,6,3,6,1,4.58,4.58,4.58,4.42,4.58,-.42
16517,Indonesia,Surabaya,Non-Student,2,2,23,1,2, ,4,6,6,6,1,3,3,4.52,4.52,4.52,2.48,1.52,1.52
16518,Indonesia,Surabaya,Non-Student,2,2,23,1,2, ,4,6,6,6,2,6,5,4.62,4.62,4.62,3.38,4.62,3.62
16519,Indonesia,Surabaya,Non-Student,2,1,23,1,4, ,4,6,6,6,1,5,4,4.26,4.26,4.26,2.74,3.26,2.26
16520,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,5,5,5,1,6,4,2.18,2.18,2.18,3.82,3.18,1.18
16521,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,5,5,1,5,4,4.04,3.04,3.04,2.96,3.04,2.04
16522,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,6,6,1,6,6,3.94,3.94,3.94,3.06,3.94,3.94
16523,Indonesia,Surabaya,Non-Student,2,1,23,1,4, ,4,6,4,4,3,2,2,3.66,1.66,1.66,5.34,-.34,-.34
16524,Indonesia,Surabaya,Non-Student,2,1,23,1,2, ,4,5,4,4,6,6,3,2.5,1.5,1.5,8.5,3.5,.5
16525,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,3,2,2,1,2,4,.24,-.76,-.76,3.76,-.76,1.24
16526,Indonesia,Surabaya,Non-Student,2,2,23,1,2, ,4,6,3,3,3,4,1,3.62,.62,.62,5.38,1.62,-1.38
16527,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,5,5,6,6,1,3.44,2.44,2.44,8.56,3.44,-1.56
16528,Indonesia,Surabaya,Non-Student,2,1,23,1,4, ,4,6,2,5,5,5,4,3.62,-.38,2.62,7.38,2.62,1.62
16529,Indonesia,Surabaya,Non-Student,2,1,23,1,4, ,4,6,4,5,2,4,4,3.26,1.26,2.26,4.74,1.26,1.26
16530,Indonesia,Surabaya,Non-Student,2,1,23,1,4, ,4,6,5,6,2,5,5,4.34,3.34,4.34,3.66,3.34,3.34
16531,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,4,5,3,6,5,3.84,1.84,2.84,5.16,3.84,2.84
16532,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,3,5,5,5,3,3.92,.92,2.92,7.08,2.92,.92
16533,Indonesia,Surabaya,Non-Student,2,2,23,1,4, ,4,6,6,6,1,6,6,4.42,4.42,4.42,2.58,4.42,4.42
16655,Indonesia,Surabaya,Student,1,1,24,1,4,3,4,5,6,5,2,2,2,3.28,4.28,3.28,3.72,.28,.28
16656,Indonesia,Surabaya,Student,1,2,24,1,3,1,4,5,4,4,6,6,2,2.88,1.88,1.88,8.12,3.88,-.12
17333,Indonesia,Surabaya,Non-Student,2,2,24,1,4, ,4,5,3,6,2,6,5,3.28,1.28,4.28,3.72,4.28,3.28
17334,Indonesia,Surabaya,Non-Student,2,2,24,1,4, ,4,4,4,6,2,5,4,1.82,1.82,3.82,4.18,2.82,1.82
17335,Indonesia,Surabaya,Non-Student,2,1,24,1,4, ,4,5,6,6,3,6,5,4.12,5.12,5.12,3.88,5.12,4.12
17336,Indonesia,Surabaya,Non-Student,2,2,24,1,4, ,4,6,2,5,2,5,2,3.72,-.28,2.72,4.28,2.72,-.28
17337,Indonesia,Surabaya,Non-Student,2,1,24,1,5, ,4,6,5,5,3,5,4,3.92,2.92,2.92,5.08,2.92,1.92
17338,Indonesia,Surabaya,Non-Student,2,2,24,1,4, ,4,6,5,5,1,6,2,3.7,2.7,2.7,3.3,3.7,-.3
17339,Indonesia,Surabaya,Non-Student,2,2,24,1,5, ,4,6,5,6,4,5,2,4.1,3.1,4.1,5.9,3.1,.1
17944,Indonesia,Surabaya,Non-Student,2,2,25,1,2, ,4,6,4,6,2,4,4,3.58,1.58,3.58,4.42,1.58,1.58
17945,Indonesia,Surabaya,Non-Student,2,2,25,1,4, ,4,6,5,6,2,2,1,3.82,2.82,3.82,4.18,-.18,-1.18
17946,Indonesia,Surabaya,Non-Student,2,2,25,1,4, ,4,6,6,6,2,5,2,4.24,4.24,4.24,3.76,3.24,.24
17947,Indonesia,Surabaya,Non-Student,2,3,25,1,4, ,4,6,5,6,4,6,2,3.94,2.94,3.94,6.06,3.94,-.0600000000000001
17948,Indonesia,Surabaya,Non-Student,2,2,25,1,4, ,4,6,5,5,4,5,4,3.34,2.34,2.34,6.66,2.34,1.34
17949,Indonesia,Surabaya,Non-Student,2,1,25,1,6, ,4,5,4,6,4,5,3,2.52,1.52,3.52,6.48,2.52,.52
17950,Indonesia,Surabaya,Non-Student,2,2,25,1,4, ,4,5,5,6,1,5,3,2.92,2.92,3.92,3.08,2.92,.92
18430,Indonesia,Surabaya,Non-Student,2,2,26,1,4, ,4,6,3,3,2,4,4,4.1,1.1,1.1,3.9,2.1,2.1
18431,Indonesia,Surabaya,Non-Student,2,2,26,1,5, ,4,6,5,6,2,5,2,3.52,2.52,3.52,4.48,2.52,-.48
18432,Indonesia,Surabaya,Non-Student,2,1,26,1,5, ,4,5,3,3,2,2,5,2.82,.82,.82,4.18,-.18,2.82
18433,Indonesia,Surabaya,Non-Student,2,2,26,1,4, ,4,6,5,5,2,6,4,4.2,3.2,3.2,3.8,4.2,2.2
18800,Indonesia,Surabaya,Non-Student,2,2,27,1,5, ,4,6,6,6,1,6,3,3.8,3.8,3.8,3.2,3.8,.8
18801,Indonesia,Surabaya,Non-Student,2,2,27,1,5, ,4,4,5,5,4,6,3,1.8,2.8,2.8,6.2,3.8,.8
18802,Indonesia,Surabaya,Non-Student,2,1,27,1,4, ,4,5,5,4,2,6,5,2.84,2.84,1.84,4.16,3.84,2.84
19117,Indonesia,Surabaya,Non-Student,2,1,28,1,3, ,4,5,2,6,2,3,2,2.78,-.22,3.78,4.22,.78,-.22
19118,Indonesia,Surabaya,Non-Student,2,2,28,1,4, ,4,5,6,5,4,5,3,2.76,3.76,2.76,6.24,2.76,.76
19437,Indonesia,Surabaya,Non-Student,2,2,29,1,1, ,4,6,5,6,2,6,5,4.2,3.2,4.2,3.8,4.2,3.2
19438,Indonesia,Surabaya,Non-Student,2,2,29,1,4, ,4,6,6,6,2,6,5,3.48,3.48,3.48,4.52,3.48,2.48
19439,Indonesia,Surabaya,Non-Student,2,1,29,1,4, ,4,5,4,4,1,5,2,2.88,1.88,1.88,3.12,2.88,-.12
19440,Indonesia,Surabaya,Non-Student,2,2,29,1,2, ,4,6,5,6,1,6,6,4.12,3.12,4.12,2.88,4.12,4.12
19725,Indonesia,Surabaya,Non-Student,2,1,30,1,5, ,4,5,5,4,5,6,2,2.78,2.78,1.78,7.22,3.78,-.22
19726,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,5,3,6,1,5,2,3.1,1.1,4.1,2.9,3.1,.1
19727,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,3,3.0521949637355,1,1,5,6,1.78,1.8321949637355,-.22,2.22,3.78,4.78
19728,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,6,4,5,1,2,1,3.48,1.48,2.48,3.52,-.52,-1.52
19729,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,5,6,6,1,4,4,3.18,4.18,4.18,2.82,2.18,2.18
19730,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,5,6,4,3,6,3,2.14,3.14,1.14,5.86,3.14,.14
19731,Indonesia,Surabaya,Non-Student,2,2,30,1,4, ,4,5,1,5,5,6,2,2.72,-1.28,2.72,7.28,3.72,-.28
19732,Indonesia,Surabaya,Non-Student,2,3,30,1,2, ,4,6,6,6,1,6,3,3.5,3.5,3.5,3.5,3.5,.5
19733,Indonesia,Surabaya,Non-Student,2,2,30,1,3, ,4,5,4,5,3,4,1,3.18,2.18,3.18,4.82,2.18,-.82
19954,Indonesia,Surabaya,Non-Student,2,2,31,1,4, ,4,6,6,6,6,2,2,3.62,3.62,3.62,8.38,-.38,-.38
20176,Indonesia,Surabaya,Non-Student,2,1,32,1,3, ,4,6,6,6,1,6,6,4.64,4.64,4.64,2.36,4.64,4.64
20234,Indonesia,Surabaya,Student,1,1,33,1,3,1,4,5,5,5,2,5,5,2.52,2.52,2.52,4.48,2.52,2.52
20411,Indonesia,Surabaya,Non-Student,2,1,33,1,4, ,4,6,6,6,1,6,1,3.56,3.56,3.56,3.44,3.56,-1.44
21231,Indonesia,Surabaya,Non-Student,2,1,38,1,2, ,4,6,6,6,3,5,2,3.94,3.94,3.94,5.06,2.94,-.0600000000000001
21345,Indonesia,Surabaya,Non-Student,2,2,39,1,5, ,4,6,6,6,3,6,2,3.82,3.82,3.82,5.18,3.82,-.18
21485,Indonesia,Surabaya,Non-Student,2,1,40,1,3, ,4,4,1,3,4,1,2,1.7,-1.3,.7,6.3,-1.3,-.3
21692,Indonesia,Surabaya,Non-Student,2,2,42,1,5, ,4,6,5,6,3,5,5,4.08,3.08,4.08,4.92,3.08,3.08
21799,Indonesia,Surabaya,Non-Student,2,2,43,1,4, ,4,6,6,6,3,6,4,4.06,4.06,4.06,4.94,4.06,2.06
21909,Indonesia,Surabaya,Non-Student,2,2,44,1,4, ,4,6,6,6,3,5,3,3.54,3.54,3.54,5.46,2.54,.54
21910,Indonesia,Surabaya,Non-Student,2,2,44,1,2, ,4,6,6,6,1,6,6,3.96,3.96,3.96,3.04,3.96,3.96
22242,Indonesia,Surabaya,Non-Student,2,1,49,1,5, ,4,6,2,6,5,6,2,3.06,-.94,3.06,7.94,3.06,-.94
22386,Indonesia,Surabaya,Non-Student,2,2,51,1,1, ,4,6,6,6,1,6,6,3.98,3.98,3.98,3.02,3.98,3.98
22552,Indonesia,Surabaya,Non-Student,2,2,55,1,4, ,4,6,6,6,1,3,2,4.26,4.26,4.26,2.74,1.26,.26
22634,Indonesia,Surabaya,Non-Student,2,2,57,1,2, ,4,6,6,6,6,6,1,4.68,4.68,4.68,7.32,4.68,-.32
22665,Indonesia,Surabaya,Non-Student,2,2,58,1,2, ,4,6,6,6,3,6,5,4.18,4.18,4.18,4.82,4.18,3.18
22746,Indonesia,Surabaya,Non-Student,2,1,62,1,2, ,4,6,6,6,3,5,6,3.64,3.64,3.64,5.36,2.64,3.64
  534,Iran,Teheran,Student,1, , , , , ,4,5,4,4,3,4,4,3.82,2.82,2.82,4.18,2.82,2.82
  535,Iran,Teheran,Student,1,1, ,1,4,1,4,6,4,5,6,5,5,4.8,2.8,3.8,7.2,3.8,3.8
  536,Iran,Teheran,Student,1, , , , , ,4,4,1,3,2,1,2,1.93968673603016,-1.06031326396984,.93968673603016,4.06031326396984,-1.06031326396984,-.06031326396984
  537,Iran,Teheran,Student,1, , , , , , ,6,4,4,1,1,5,4.07206475146974,2.07206475146974,2.07206475146974,2.92793524853026,-.927935248530258,3.07206475146974
  538,Iran,Teheran,Student,1, , , , , , ,4.6297030723676,4.37139613875967,4.17791036766527,2.81925691512791,4.18307941693294,3.78233440122736,2.24095464668118,1.98264771307325,1.78916194197885,5.20800534081433,1.79433099124652,1.39358597554094
  539,Iran,Teheran,Student,1, , , , , , ,5.13484125279447,4.79689866721718,4.41587378983576,3.22922627102883,4.57114578127097,3.56572119311221,2.94687261735317,2.60893003177588,2.22790515439445,5.41719490647014,2.38317714582966,1.37775255767091
  540,Iran,Teheran,Student,1, , , , , , ,4.97301634391043,4.64495798456002,4.35781106455693,2.96075823130673,4.43286174666354,3.76041821305149,2.71639234977068,2.38833399042027,2.10118707041717,5.21738222544649,2.17623775252378,1.50379421891174
  541,Iran,Teheran,Student,1, , , , , , ,5,4,3,4,5,2,2.68157994333938,1.68157994333938,.681579943339377,6.31842005666062,2.68157994333938,-.318420056660623
 5025,Iran,Teheran,Student,1,1,18,1,6,1,4,5,4,3,4,4,2,2.54,1.54,.54,6.46,1.54,-.46
 5026,Iran,Teheran,Student,1,2,18,1,5,1,4,6,4,4,4,5,2,4.74,2.74,2.74,5.26,3.74,.74
 5027,Iran,Teheran,Student,1,2,18,1,6,1,4,5,2,1,6,6,4,3.44,.44,-.56,7.56,4.44,2.44
 5028,Iran,Teheran,Student,1,2,18,1,6,1,4,6,5,4,6,4,4,4.36,3.36,2.36,7.64,2.36,2.36
 5029,Iran,Teheran,Student,1,2,18,1,2,3,4,4,6,1,6,6,1,2.88,4.88,-.12,7.12,4.88,-.12
 5030,Iran,Teheran,Student,1,2,18,1,2,1,4,6,2,1,6,5,2,4.04,.04,-.96,7.96,3.04,.04
 5031,Iran,Teheran,Student,1,2,18,1,2,1,4,5,5,5,5,4,2,2.78407735616028,2.78407735616028,2.78407735616028,7.21592264383972,1.78407735616028,-.21592264383972
 5032,Iran,Teheran,Student,1,2,18,1,5,1,4,5,4,2,4,4,2,3.90205130172143,2.90205130172143,.902051301721433,5.09794869827857,2.90205130172143,.902051301721433
 5033,Iran,Teheran,Student,1,2,18,1,1,1,4,5,4,4,5,4,2,3.18,2.18,2.18,6.82,2.18,.18
 5034,Iran,Teheran,Student,1,1,18,1,5,1,4,6,6,6,5,6,2,3.84,3.84,3.84,7.16,3.84,-.16
 5035,Iran,Teheran,Student,1,2,18,1,1,1,4,6,5,1,6,4,2,4.38,3.38,-.62,7.62,2.38,.38
 5036,Iran,Teheran,Student,1,2,18,1,2,3,4,5,4,5,5,6,2,3.42,2.42,3.42,6.58,4.42,.42
 5037,Iran,Teheran,Student,1,1,18,1,5,1,4,6,6,6,6,6,6,4.38,4.38,4.38,7.62,4.38,4.38
 5038,Iran,Teheran,Student,1,1,18,1,4,3,4,4,5,3,6,2,2,2.34,3.34,1.34,7.66,.34,.34
 7191,Iran,Teheran,Student,1,2,19,1,2,1,4,6,6,4,6,5,2,3.98,3.98,1.98,8.02,2.98,-.02
 7192,Iran,Teheran,Student,1,2,19,1,4,1,4,5,2,2,5,3,2,3.48,.48,.48,6.52,1.48,.48
 7193,Iran,Teheran,Student,1,1,19,1,4,1,4,5,5,4,5,5,4,2.58,2.58,1.58,7.42,2.58,1.58
 7194,Iran,Teheran,Student,1,1,19,1,5,1,4,5,5,3,5,4,3,3.08,3.08,1.08,6.92,2.08,1.08
 7195,Iran,Teheran,Student,1,2,19,1,5,1,4,4,5,5,5,5,2,2.08,3.08,3.08,6.92,3.08,.0800000000000001
 7196,Iran,Teheran,Student,1,2,19,1,5,1,4,6,5,3,5,6,2,4.9,3.9,1.9,6.1,4.9,.9
 7197,Iran,Teheran,Student,1,2,19,1,1,1,4,5,5,6,4,6,4,4.12,4.12,5.12,4.88,5.12,3.12
 7198,Iran,Teheran,Student,1,1,19,1,2,1,4,4,2,2,4,5,2,2.22,.22,.22,5.78,3.22,.22
 7199,Iran,Teheran,Student,1,2,19,1,6,1,4,6,5,4,6,6,4,4.1,3.1,2.1,7.9,4.1,2.1
 7200,Iran,Teheran,Student,1,2,19,1,2,1,4,6,5,4,6,5,5,4.14,3.14,2.14,7.86,3.14,3.14
 7201,Iran,Teheran,Student,1,2,19,1,2,1,4,5,4,3,3,4,3,3.04,2.04,1.04,4.96,2.04,1.04
 7202,Iran,Teheran,Student,1,2,19,1,1,1,4,5,5,5,3,5,4,3.46,3.46,3.46,4.54,3.46,2.46
 7203,Iran,Teheran,Student,1,2,19,1,6,1,4,5,5,2,2,5,2,3.14,3.14,.14,3.86,3.14,.14
 7204,Iran,Teheran,Student,1,2,19,1,5,1,4,6,6,2,2,4,2,4.24,4.24,.24,3.76,2.24,.24
 7205,Iran,Teheran,Student,1,2,19,1,4,1,4,6,5,5,4,5,3,4.06,3.06,3.06,5.94,3.06,1.06
 7206,Iran,Teheran,Student,1,1,19,1,6,1,4,6,2,2,5,5,3,4.02,.02,.02,6.98,3.02,1.02
 7207,Iran,Teheran,Student,1,2,19,1,3,1,4,6,5,3,5,3,2,3.56,2.56,.56,7.44,.56,-.44
 7208,Iran,Teheran,Student,1,2,19,1,1,1,4,5,4,5,4,5,1,3.3,2.3,3.3,5.7,3.3,-.7
 7209,Iran,Teheran,Student,1,2,19,1,2,1,4,5,5,3,1,4,4,3.66,3.66,1.66,2.34,2.66,2.66
 7210,Iran,Teheran,Student,1,2,19,1,1,1,4,5,4,5,5,5,3,3.4,2.4,3.4,6.6,3.4,1.4
 7211,Iran,Teheran,Student,1,2,19,1,4,1,4,4,3,4,2,4,2,3.02,2.02,3.02,2.98,3.02,1.02
 7212,Iran,Teheran,Student,1,1,19,1,4,1,4,6,6,4,6,5,2,3.22,3.22,1.22,8.78,2.22,-.78
 7213,Iran,Teheran,Student,1,2,19,1,2,1,4,6,4,1,6,6,1,4.36,2.36,-.64,7.64,4.36,-.64
 7214,Iran,Teheran,Student,1,2,19,1,5,1,4,5,3,3,4,5,3,3.44,1.44,1.44,5.56,3.44,1.44
 7215,Iran,Teheran,Student,1,2,19,1,4,1,4,6,5,2,6,4,2,4.8,3.8,.8,7.2,2.8,.8
 7216,Iran,Teheran,Student,1,2,19,1,5,1,4,6,5,4,5,5,4,4.42,3.42,2.42,6.58,3.42,2.42
 7217,Iran,Teheran,Student,1,2,19,1,6,1,4,6,4,4,5,5,4,4.62,2.62,2.62,6.38,3.62,2.62
 7218,Iran,Teheran,Student,1,1,19,1,1,1,4,6,6,4,4,4,3,3.8,3.8,1.8,6.2,1.8,.8
 7219,Iran,Teheran,Student,1,2,19,1,6,1,4,5,5,2,4,4,3,3.24,3.24,.24,5.76,2.24,1.24
 7220,Iran,Teheran,Student,1,2,19,1,5,1,4,6,5,3,6,4,3,4.3,3.3,1.3,7.7,2.3,1.3
 7221,Iran,Teheran,Student,1,2,19,1,2,3,4,4,5,2,3,4,1,2.66,3.66,.66,4.34,2.66,-.34
 7222,Iran,Teheran,Student,1,2,19,1,6,1,4,5,2,5,5,4,4,3.62,.62,3.62,6.38,2.62,2.62
 7223,Iran,Teheran,Student,1,2,19,1,2,1,4,4,5,5,5,3,3,2.06,3.06,3.06,6.94,1.06,1.06
 7224,Iran,Teheran,Student,1,1,19,1,4,1,4,5,4,3,5,3,4,3.34,2.34,1.34,6.66,1.34,2.34
 7225,Iran,Teheran,Student,1,1,19,1,4,1,4,5,4,4,4,4,2,2.92,1.92,1.92,6.08,1.92,-.0800000000000001
 7226,Iran,Teheran,Student,1,2,19,1,5,1,4,6,6,1,6,6,1,4.74,4.74,-.26,7.26,4.74,-.26
 7227,Iran,Teheran,Student,1,2,19,1,3,1,4,5,5,4,4,3,4,2.96,2.96,1.96,6.04,.96,1.96
 7228,Iran,Teheran,Student,1,2,19,1,3,1,4,5,3,4,4,4,3,2.9,.9,1.9,6.1,1.9,.9
 7229,Iran,Teheran,Student,1,2,19,1,2,1,4,6,5,2,6,5,2,4.12,3.12,.12,7.88,3.12,.12
 7230,Iran,Teheran,Student,1,2,19,1,6,1,4,6,3,3,6,3,3,3.3,.3,.3,8.7,.3,.3
 7231,Iran,Teheran,Student,1,2,19,1,4,1,4,5,6,1,6,4,1,3.5,4.5,-.5,7.5,2.5,-.5
 7232,Iran,Teheran,Student,1,2,19,1,2,1,4,5,6,5,1,3,5,3.46,4.46,3.46,2.54,1.46,3.46
 7233,Iran,Teheran,Student,1,2,19,1,4,1,4,4,4,3,6,4,4,2.06,2.06,1.06,7.94,2.06,2.06
 7234,Iran,Teheran,Student,1,2,19,1,3,1,4,6,5,4,2,5,2,4.8,3.8,2.8,3.2,3.8,.8
 7235,Iran,Teheran,Student,1,2,19,1,4,3,4,5,4,1,5,4,2,3.76,2.76,-.24,6.24,2.76,.76
 7236,Iran,Teheran,Student,1,2,19,1,1,1,4,6,4,5,4,4,3,4.3,2.3,3.3,5.7,2.3,1.3
 7237,Iran,Teheran,Student,1,1,19,1,6,1,4,5,4,2,6,5,2,3.66,2.66,.66,7.34,3.66,.66
 7238,Iran,Teheran,Student,1,2,19,1,1,1,4,6,5,4,4,4,4,4.62,3.62,2.62,5.38,2.62,2.62
 7239,Iran,Teheran,Student,1,1,19,1,4,1,4,3,2,2,3,2,1,.945100466648678,-.054899533351322,-.054899533351322,5.05489953335132,-.054899533351322,-1.05489953335132
 7240,Iran,Teheran,Student,1,1,19,1,4,1,4,6,6,3,6,5,4,4,4,1,8,3,2
 7241,Iran,Teheran,Student,1,2,19,1,2,1,4,6,5,2,6,3,3,4.44,3.44,.44,7.56,1.44,1.44
 7242,Iran,Teheran,Student,1,2,19,1,4,1,4,5,3,3,2,6,4,3.14,1.14,1.14,3.86,4.14,2.14
 7243,Iran,Teheran,Student,1,2,19,1,5,1,4,5,5,4,2,5,2,2.84,2.84,1.84,4.16,2.84,-.16
 7244,Iran,Teheran,Student,1,2,19,1,2,1,4,6,5,5,1,4,5,4.66,3.66,3.66,2.34,2.66,3.66
 7245,Iran,Teheran,Student,1,2,19,1,1,1,4,6,5,2,5,6,2,4.79429267646215,3.79429267646215,.794292676462148,6.20570732353785,4.79429267646215,.794292676462148
 7246,Iran,Teheran,Student,1,2,19,1,6,1,4,5,4,4,5,5,1,3.54900434406736,2.54900434406736,2.54900434406736,6.45099565593264,3.54900434406736,-.450995655932642
 7247,Iran,Teheran,Student,1,2,19,1,6,1,4,6,2,3,6,6,2,4.86,.86,1.86,7.14,4.86,.86
 7248,Iran,Teheran,Student,1,1,19,1,3,1,4,6,5,2,5,5,3,4.04,3.04,.04,6.96,3.04,1.04
 7249,Iran,Teheran,Student,1,1,19,1,6,1,4,6,5,4,4,5,4,3.9,2.9,1.9,6.1,2.9,1.9
 7250,Iran,Teheran,Student,1,2,19,1,4,1,4,5,3,1,6,2,4,3.04,1.04,-.96,7.96,.04,2.04
 7251,Iran,Teheran,Student,1,2,19,1,1,3,4,2,4,3,6,5,1,.94,2.94,1.94,7.06,3.94,-.0600000000000001
 7252,Iran,Teheran,Student,1,2,19,1,5,1,4,5,3,4,4,4,2,3.86,1.86,2.86,5.14,2.86,.86
 9559,Iran,Teheran,Student,1,1,20,1,2,1,4,6,5,4,5,6,4,5.16,4.16,3.16,5.84,5.16,3.16
 9560,Iran,Teheran,Student,1,1,20,1,4,1,4,5,5,3,5,2,2,3.82,3.82,1.82,6.18,.82,.82
