"","Country","City","Move","Location","lon","lat","type","loctype","address","north","south","east","west"
"960","New Zealand","Gisborne",-30.9435897435897,"Gisborne, New Zealand",178.017649,-38.662334,"locality","approximate","gisborne, new zealand",-38.6219639,-38.710757,178.1153541,177.9373069
"961","New Zealand","Hawke's Bay",-29.8511538461538,"Hawke's Bay, New Zealand",176.7416374,-39.1089867,"administrative_area_level_1","approximate","hawke's bay, new zealand",-38.580999,-40.429153,178.0065001,176.0610469
"962","New Zealand","Manawatu-Wanganui",-25.7134615384615,"Manawatu-Wanganui, New Zealand",175.4375574,-39.7273356,"administrative_area_level_1","approximate","manawatu-wanganui, new zealand",-38.4711149,-40.77409,176.6308589,174.697216
"963","New Zealand","Marlborough",-34.245,"Marlborough, New Zealand",173.4216613,-41.57269,"administrative_area_level_2","approximate","marlborough district, marlborough, new zealand",-40.663351,-42.3366886,174.4428983,172.7185518
"964","New Zealand","Nelson",-32.5192307692308,"Nelson, New Zealand",173.2839653,-41.2706319,"locality","approximate","nelson, new zealand",-41.2228385,-41.347096,173.342576,173.189612
"965","New Zealand","Northland",-39.6880769230769,"Northland, New Zealand",173.7624053,-35.5795461,"administrative_area_level_1","approximate","northland, new zealand",-34.1355209,-36.3972319,174.779083,172.112839
"966","New Zealand","Otago",-39.2707692307692,"Otago, New Zealand",170.1547567,-45.4790671,"administrative_area_level_1","approximate","otago, new zealand",-43.9501939,-46.6558271,171.1429051,168.131563
"967","New Zealand","Southland",-30.0384615384615,"Southland, New Zealand",168.4378583,-45.9295022,"administrative_area_level_1","approximate","southland, new zealand",-44.2552749,-48.0195079,169.256336,166.4197241
"968","New Zealand","Taranaki",-31.6715384615385,"Taranaki, New Zealand",174.4382721,-39.3538149,"administrative_area_level_1","approximate","taranaki, new zealand",-38.699306,-39.8687169,175.002215,173.748474
"969","New Zealand","Tasman",-36.3641025641026,"Tasman, New Zealand",172.7347142,-41.2122123,"administrative_area_level_2","approximate","tasman district, tasman, new zealand",-40.4980299,-42.3055977,173.2318855,172.093419
"970","New Zealand","Waikato",-31.4815384615385,"Waikato, New Zealand",175.1894045,-37.455799,"administrative_area_level_2","approximate","waikato district, waikato, new zealand",-37.1504789,-38.0093301,175.502256,174.755877
"971","New Zealand","Wellington",-29.0107692307692,"Wellington, New Zealand",174.776236,-41.2864603,"locality","approximate","wellington, new zealand",-41.126285,-41.3624551,174.9106252,174.613084
"972","New Zealand","West Coast",-35.0365384615385,"West Coast, New Zealand",171.3399414,-42.6919232,"administrative_area_level_1","approximate","west coast, new zealand",-40.7732929,-44.5080739,172.699276,168.047775
"973","Nicaragua","Boaco",-7.225,"Boaco, Nicaragua",-85.6614682,12.469284,"locality","approximate","boaco, nicaragua",12.4807023,12.4602537,-85.6489849,-85.6689835
"974","Nicaragua","Carazo",-19.4698717948718,"Carazo, Nicaragua",-86.2158497,11.7274729,"administrative_area_level_1","approximate","carazo, nicaragua",11.933541,11.510743,-86.063385,-86.495964
"975","Nicaragua","Chinandega",-18.2030769230769,"Chinandega, Nicaragua",-87.1273253,12.6234721,"locality","approximate","chinandega, nicaragua",12.6455727,12.6019777,-87.0930434,-87.1485758
"976","Nicaragua","Chontales",-14.0026923076923,"Chontales, Nicaragua",-85.1894045,11.9394717,"administrative_area_level_1","approximate","chontales, nicaragua",12.632429,11.477219,-84.5676971,-85.711303
"977","Nicaragua","Esteli",-16.8280769230769,"Esteli, Nicaragua",-86.3630197,13.0851139,"locality","approximate","esteli, nicaragua",13.117766,13.0616853,-86.3384628,-86.3830947
"978","Nicaragua","Granada",-21.4435897435897,"Granada, Nicaragua",-85.9560005,11.9344073,"locality","approximate","granada, nicaragua",11.9492767,11.9084219,-85.9411098,-85.978489
"979","Nicaragua","Jinotega",-2.85769230769231,"Jinotega, Nicaragua",-85.9993997,13.0883907,"locality","approximate","jinotega, nicaragua",13.1066716,13.0730035,-85.990076,-86.0085301
"980","Nicaragua","Leon",-16.6215384615385,"Leon, Nicaragua",-86.8805219,12.4342803,"locality","approximate","león, nicaragua",12.4609659,12.4068414,-86.8434048,-86.9207529
"981","Nicaragua","Madriz",-8.63829787234043,"Madriz, Nicaragua",-86.4592091,13.4726005,"administrative_area_level_1","approximate","madriz, nicaragua",13.6532971,13.197792,-86.0422011,-86.768272
"982","Nicaragua","Managua",-21.4830769230769,"Managua, Nicaragua",-86.2361744,12.1149926,"locality","approximate","managua, nicaragua",12.1753574,12.0199606,-86.1250878,-86.3918334
"983","Nicaragua","Masaya",-20.9553846153846,"Masaya, Nicaragua",-86.0886366,11.9704485,"locality","approximate","masaya, nicaragua",11.9975977,11.9524256,-86.0721206,-86.113329
"984","Nicaragua","Matagalpa",-16.0953846153846,"Matagalpa, Nicaragua",-85.9151211,12.9290069,"locality","approximate","matagalpa, nicaragua",12.9567171,12.9025089,-85.8964561,-85.9465599
"985","Nicaragua","North Caribbean Coast Autonomous Region",0.6953125,"North Caribbean Coast Autonomous Region, Nicaragua",-83.9320806,13.8394456,"administrative_area_level_1","approximate","north caribbean coast autonomous region, nicaragua",15.0259089,13.028599,-82.592072,-85.483689
"986","Nicaragua","Nueva Segovia",-9.57307692307692,"Nueva Segovia, Nicaragua",-86.0121573,13.7894404,"administrative_area_level_1","approximate","nueva segovia, nicaragua",14.0770589,13.4533359,-85.7284321,-86.785194
"987","Nicaragua","Rivas",-24.2897435897436,"Rivas, Nicaragua",-85.8230251,11.4326663,"locality","approximate","rivas, nicaragua",11.451677,11.4247566,-85.8118057,-85.8403014
"988","Nicaragua","South Caribbean Coast Autonomous Region",-3.99615384615385,"South Caribbean Coast Autonomous Region, Nicaragua",-84.1012861,12.1918502,"administrative_area_level_1","approximate","south caribbean coast autonomous region, nicaragua",13.277237,11.0285841,-82.9707789,-85.2145801
"989","Niger","Agadez Region",9.31578947368421,"Agadez Region, Niger",12.0718281,20.6670752,"administrative_area_level_1","approximate","agadez region, niger",23.4999997,15.328519,15.9927709,4.2662887
"990","Niger","Maradi Region",-1.37692307692308,"Maradi Region, Niger",7.4381355,13.8018074,"administrative_area_level_1","approximate","maradi region, niger",15.4258339,12.9886099,8.546091,6.260491
"991","Niger","Niamey Urban Community",-14.0246153846154,"Niamey Urban Community, Niger",2.1057549,13.4886443,"administrative_area_level_1","approximate","niamey urban community, niger",13.629885,13.3849251,2.2314369,1.961549
"992","Niger","Tahoua Region",-1.42391304347826,"Tahoua Region, Niger",5.2579968,14.8904575,"locality","approximate","tahoua, niger",14.9285551,14.8680217,5.2966928,5.2416801
"993","Niger","Zinder Region",-2.83783783783784,"Zinder Region, Niger",10.2600125,15.1718881,"administrative_area_level_1","approximate","zinder region, niger",17.4941041,12.8074061,12.00851,7.3547491
"994","Nigeria","Abia",-19.6530769230769,"Abia, Nigeria",7.5248414,5.4527354,"administrative_area_level_1","approximate","abia, nigeria",6.04215,4.8218049,7.9875009,7.141636
"995","Nigeria","Adamawa",-10.2205128205128,"Adamawa, Nigeria",12.3983853,9.3264751,"administrative_area_level_1","approximate","adamawa, nigeria",10.9494611,7.346997,13.7297941,11.341521
"996","Nigeria","Akwa Ibom",-30.6826923076923,"Akwa Ibom, Nigeria",7.8536675,4.9057371,"administrative_area_level_1","approximate","akwa ibom, nigeria",5.519353,4.47026,8.343891,7.460275
"997","Nigeria","Anambra",-21.8569230769231,"Anambra, Nigeria",6.9369559,6.2208997,"administrative_area_level_1","approximate","anambra, nigeria",6.7534289,5.721829,7.3390629,6.6336201
"998","Nigeria","Bauchi",-0.619871794871795,"Bauchi, Nigeria",9.8236533,10.3009641,"locality","approximate","bauchi, nigeria",10.3398292,10.255381,9.864006,9.779892
"999","Nigeria","Bayelsa",-7.98525641025641,"Bayelsa, Nigeria",6.0698526,4.7719071,"administrative_area_level_1","approximate","bayelsa, nigeria",5.380566,4.2706261,6.607241,5.375354
"1000","Nigeria","Benue",-18.8724358974359,"Benue, Nigeria",8.7403687,7.3369024,"administrative_area_level_1","approximate","benue, nigeria",8.158168,6.442822,9.888608,7.530514
"1001","Nigeria","Borno",-18.8692307692308,"Borno, Nigeria",13.1519665,11.8846356,"administrative_area_level_1","approximate","borno, nigeria",13.7214379,10.022182,14.6779679,11.5293359
"1002","Nigeria","Cross River",-11.7055128205128,"Cross River, Nigeria",8.5988014,5.8701724,"administrative_area_level_1","approximate","cross river, nigeria",6.8964131,4.673966,9.474412,7.8408741
"1003","Nigeria","Delta",-20.9769230769231,"Delta, Nigeria",5.9339181,5.7040308,"administrative_area_level_1","approximate","delta, nigeria",6.501234,5.0117759,6.7694021,4.976784
"1004","Nigeria","Ebonyi",-10.9564102564103,"Ebonyi, Nigeria",8.0137302,6.2649232,"administrative_area_level_1","approximate","ebonyi, nigeria",6.8001261,5.6847999,8.4568249,7.503497
"1005","Nigeria","Edo",-19.9723076923077,"Edo, Nigeria",5.9304056,6.6341831,"administrative_area_level_1","approximate","edo, nigeria",7.591417,5.746387,6.715769,5.012897
"1006","Nigeria","Ekiti",-21.1064102564103,"Ekiti, Nigeria",5.3109505,7.7189862,"administrative_area_level_1","approximate","ekiti, nigeria",8.111246,7.283187,5.791615,4.8638619
"1007","Nigeria","Enugu",-27.84,"Enugu, Nigeria",7.5463885,6.4583661,"locality","approximate","enugu, nigeria",6.5155669,6.360852,7.6181602,7.4587727
"1008","Nigeria","Federal Capital Territory",-33.6523076923077,"Federal Capital Territory, Nigeria",7.1860402,8.8940691,"administrative_area_level_1","approximate","federal capital territory, nigeria",9.408685,8.419336,7.72408,6.7799621
"1009","Nigeria","Gombe",-13.1512820512821,"Gombe, Nigeria",11.1730615,10.279142,"locality","approximate","gombe, nigeria",10.3128497,10.264117,11.2147019,11.1424112
"1010","Nigeria","Imo",-24.5592307692308,"Imo, Nigeria",7.0588219,5.5720122,"administrative_area_level_1","approximate","imo, nigeria",5.938931,5.194552,7.4322861,6.63908
"1011","Nigeria","Jigawa",-9.77307692307692,"Jigawa, Nigeria",9.5615867,12.228012,"administrative_area_level_1","approximate","jigawa, nigeria",13.0148209,10.9422099,10.6056301,8.1278361
"1012","Nigeria","Kaduna",-21.7523076923077,"Kaduna, Nigeria",7.4165053,10.5104642,"locality","approximate","kaduna, nigeria",10.6169963,10.3971566,7.508812,7.3497891
"1013","Nigeria","Kano",-23.6507692307692,"Kano, Nigeria",8.5919561,12.0021794,"locality","approximate","kano, nigeria",12.0829016,11.912873,8.6704765,8.4113216
"1014","Nigeria","Katsina",-10.6417948717949,"Katsina, Nigeria",7.6222665,12.9815608,"locality","approximate","katsina, nigeria",13.0357094,12.934095,7.676266,7.5706298
"1015","Nigeria","Kebbi",-5.87692307692308,"Kebbi, Nigeria",4.2333355,11.4942003,"administrative_area_level_1","approximate","kebbi, nigeria",13.2644261,10.100172,6.2044321,3.493845
"1016","Nigeria","Kogi",-7.18205128205128,"Kogi, Nigeria",6.6905836,7.7337325,"administrative_area_level_1","approximate","kogi, nigeria",8.7387911,6.532356,7.8662609,5.3215031
"1017","Nigeria","Kwara",-32.2807692307692,"Kwara, Nigeria",4.3874051,8.9668961,"administrative_area_level_1","approximate","kwara, nigeria",10.156666,8.007673,6.2085361,2.729579
"1018","Nigeria","Lagos",-32.2030769230769,"Lagos, Nigeria",3.3792057,6.5243793,"locality","approximate","lagos, nigeria",6.7027591,6.3933511,3.4696459,3.0982732
"1019","Nigeria","Nasarawa",-14.5846153846154,"Nasarawa, Nigeria",8.1996937,8.4997908,"administrative_area_level_1","approximate","nasarawa, nigeria",9.329255,7.766183,9.61753,6.934631
"1020","Nigeria","Niger",-15.5224358974359,"Niger, Nigeria",5.598321,9.9309224,"administrative_area_level_1","approximate","niger, nigeria",11.390633,8.1830061,7.3786449,3.5764251
"1021","Nigeria","Ogun State",-17.9569230769231,"Ogun State, Nigeria",3.4737378,6.9979747,"administrative_area_level_1","approximate","ogun state, nigeria",7.952857,6.2802039,4.6095861,2.6903381
"1022","Nigeria","Ondo",-19.0758974358974,"Ondo, Nigeria",4.8416936,7.1000051,"locality","approximate","ondo, nigeria",7.1249106,7.0529381,4.8719216,4.7963046
"1023","Nigeria","Osun",-17.3476923076923,"Osun, Nigeria",4.5199593,7.5628964,"administrative_area_level_1","approximate","osun, nigeria",8.095503,6.980735,5.057633,4.0529291
"1024","Nigeria","Oyo",-18.9646153846154,"Oyo, Nigeria",3.9368439,7.8429579,"locality","approximate","oyo, nigeria",7.8899933,7.7904251,3.9751624,3.8832377
"1025","Nigeria","Plateau",-19.5371794871795,"Plateau, Nigeria",9.5179488,9.2182093,"administrative_area_level_1","approximate","plateau, nigeria",10.3804459,8.3669139,10.640037,8.55365
"1026","Nigeria","Rivers",-17.8461538461538,"Rivers, Nigeria",6.9112378,4.8396414,"administrative_area_level_1","approximate","rivers, nigeria",5.7300361,4.313126,7.597785,6.3983939
"1027","Nigeria","Sokoto",-3.12179487179487,"Sokoto, Nigeria",5.2475518,13.0058731,"locality","approximate","sokoto, nigeria",13.0880893,12.9764148,5.2881144,5.1676084
"1028","Nigeria","Taraba",-8.56538461538462,"Taraba, Nigeria",10.7739863,7.9993616,"administrative_area_level_1","approximate","taraba, nigeria",9.6153531,6.5009539,11.8861731,9.115717
"1029","Nigeria","Yobe",-0.503846153846154,"Yobe, Nigeria",11.4390411,12.293876,"administrative_area_level_1","approximate","yobe, nigeria",13.38095,10.5676349,12.5039221,9.674887
"1030","Nigeria","Zamfara",-5.63653846153846,"Zamfara, Nigeria",6.2235819,12.1221805,"administrative_area_level_1","approximate","zamfara, nigeria",13.1824509,10.963452,7.2465679,4.860745
"1031","Norway","Agder",3.08615384615385,"Agder, Norway",7.7571974,58.5032084,"administrative_area_level_1","approximate","agder, norway",59.6726869,57.7590051,9.6688766,6.149705
"1032","Norway","Innlandet",-5.96,"Innlandet, Norway",9.9464628,61.3368595,"administrative_area_level_1","approximate","innlandet, norway",62.6969279,59.8407845,12.8708486,7.3425305
"1033","Norway","More og Romsdal",-2.06794871794872,"More og Romsdal, Norway",7.007143,62.8406833,"administrative_area_level_1","approximate","møre og romsdal, norway",63.7681677,61.9233437,9.3648313,4.8166018
"1034","Norway","Nordland",-3.525,"Nordland, Norway",14.5736286,67.097529,"administrative_area_level_1","approximate","nordland, norway",69.5967005,64.9394972,18.1513548,10.5780602
"1035","Norway","Oslo",-10.9338461538462,"Oslo, Norway",10.7522454,59.9138688,"locality","approximate","oslo, norway",59.978035,59.8096749,10.9476641,10.6225689
"1036","Norway","Rogaland",-0.979615384615385,"Rogaland, Norway",6.0143432,59.1489544,"administrative_area_level_1","approximate","rogaland, norway",59.8445743,58.0278507,7.2146668,4.4542735
"1037","Norway","Troms og Finnmark",-10.78,"Troms og Finnmark, Norway",28.1918712,70.1986934,"administrative_area_level_2","approximate","tana municipality, norway",70.761594,69.8171121,29.2259452,25.7673684
"1038","Norway","Trondelag",-2.50653846153846,"Trondelag, Norway",10.9369267,63.5420125,"administrative_area_level_1","approximate","trøndelag, norway",65.4701751,62.2557267,14.3259858,7.6480938
"1039","Norway","Vestfold og Telemark",5.05961538461538,"Vestfold og Telemark, Norway",8.8817981,59.3542195,"administrative_area_level_1","approximate","vestfold og telemark, norway",60.1882718,58.6033108,10.6750197,7.0962874
"1040","Norway","Vestland",-4.20769230769231,"Vestland, Norway",6.1410712,60.8138379,"administrative_area_level_1","approximate","vestland, norway",62.3823957,59.4754208,8.3220528,4.087526
"1041","Norway","Viken",6.20653846153846,"Viken, Norway",9.725372,60.0389059,"colloquial_area","approximate","viken, norway",61.0917205,58.8768946,11.9460045,7.4388423
"1042","Oman","Ad Dakhiliyah ?Governorate",-25.7480769230769,"Ad Dakhiliyah ?Governorate, Oman",57.5394356,22.8588758,"administrative_area_level_1","approximate","ad dakhiliyah <U+200D>governorate, oman",23.5632319,20.904974,58.3418851,56.576047
"1043","Oman","Ad Dhahirah Governorate",-17.1826923076923,"Ad Dhahirah Governorate, Oman",56.4907444,23.2161674,"administrative_area_level_1","approximate","ad dhahirah governorate, oman",24.019926,21.2737232,57.116874,55.2133499
"1044","Oman","Al Batinah North Governorate",-27.7338461538462,"Al Batinah North Governorate, Oman",56.7298904,24.3419846,"administrative_area_level_1","approximate","al batinah north governorate, oman",24.977919,23.3843522,57.4390539,56.2028054
"1045","Oman","Al Batinah South Governorate",-29.7903846153846,"Al Batinah South Governorate, Oman",57.4239796,23.4314903,"administrative_area_level_1","approximate","al batinah south governorate, oman",23.8489087,23.141944,58.057983,57.0797552
"1046","Oman","Al Buraymi Governorate",-28.2775641025641,"Al Buraymi Governorate, Oman",56.1142253,24.1671413,"administrative_area_level_1","approximate","al buraymi governorate, oman",25.0059359,23.374145,56.3972089,55.416403
"1047","Oman","Al Wusta Governorate",5.88461538461539,"Al Wusta Governorate, Oman",56.2756846,19.9571078,"administrative_area_level_1","approximate","al wusta governorate, oman",21.420908,17.9456731,58.3227421,55.0004082
"1048","Oman","Ash Sharqiyah North Governorate",-21.1615384615385,"Ash Sharqiyah North Governorate, Oman",58.5308064,22.7141196,"administrative_area_level_1","approximate","ash sharqiyah north governorate, oman",23.3408271,20.7500535,59.4309743,57.909008
"1049","Oman","Ash Sharqiyah South Governorate",-22.3442307692308,"Ash Sharqiyah South Governorate, Oman",59.3251922,22.0158249,"administrative_area_level_1","approximate","ash sharqiyah south governorate, oman",22.6427162,20.164228,59.836578,58.193726
"1050","Oman","Dhofar Governorate",-23.2261538461538,"Dhofar Governorate, Oman",54.1425214,17.0322121,"administrative_area_level_1","approximate","dhofar governorate, oman",20.0012252,16.6544006,56.355701,52.0016924
"1051","Oman","Musandam Governorate",-28.7578125,"Musandam Governorate, Oman",56.2460949,26.1986144,"administrative_area_level_1","approximate","musandam governorate, oman",26.387966,25.2420094,56.537708,56.0820456
"1052","Oman","Muscat Governorate",-43.3984615384615,"Muscat Governorate, Oman",58.3828717,23.5880307,"locality","approximate","muscat, oman",23.6455699,23.5200796,58.6208596,58.2281729
"1053","Pakistan","Azad Jammu and Kashmir",-9.99230769230769,"Azad Jammu and Kashmir, Pakistan",73.7810334,33.9259055,"administrative_area_level_1","approximate","azad jammu and kashmir",35.1311016,32.7637389,75.2642401,73.394078
"1054","Pakistan","Balochistan",-18.3123076923077,"Balochistan, Pakistan",65.0957792,28.4907332,"administrative_area_level_1","approximate","balochistan, pakistan",32.0755538,24.8906631,70.2488708,60.8785972
"1055","Pakistan","Federally Administered Tribal Area",5.77307692307692,"Federally Administered Tribal Area, Pakistan",69.8597406,32.667476,"administrative_area_level_1","approximate","federally administered tribal area, pakistan",34.9790152,31.0702743,71.864479,69.2387772
"1056","Pakistan","Gilgit-Baltistan",30.95,"Gilgit-Baltistan, Pakistan",74.9831808,35.8025667,"administrative_area_level_1","approximate","gilgit-baltistan",37.0841069,34.5106098,77.8293243,72.5046597
"1057","Pakistan","Islamabad Capital Territory",-39.7646153846154,"Islamabad Capital Territory, Pakistan",73.0405277,33.7204997,"administrative_area_level_1","approximate","islamabad capital territory, pakistan",33.7957077,33.4455975,73.3837337,72.7887337
"1058","Pakistan","Khyber Pakhtunkhwa",-19.1784615384615,"Khyber Pakhtunkhwa, Pakistan",72.331113,34.9526205,"administrative_area_level_1","approximate","khyber pakhtunkhwa, pakistan",36.9075698,31.2197151,74.1264877,70.0738829
"1059","Pakistan","Punjab",-24.0092307692308,"Punjab, Pakistan",72.7097161,31.1704063,"administrative_area_level_1","approximate","punjab, pakistan",34.0434647,27.7051105,75.3818664,69.3288726
"1060","Pakistan","Sindh",-35.62,"Sindh, Pakistan",68.5247149,25.8943018,"administrative_area_level_1","approximate","sindh, pakistan",28.5294419,23.7867336,71.1244049,66.6539822
"1061","Paraguay","Alto Parana Department",-37.6615384615385,"Alto Parana Department, Paraguay",-54.9611836,-25.6075546,"administrative_area_level_1","approximate","alto paraná department, paraguay",-24.480299,-26.257265,-54.356305,-55.5542681
"1062","Paraguay","Amambay Department",-26.1769230769231,"Amambay Department, Paraguay",-56.0249982,-22.5590272,"administrative_area_level_1","approximate","amambay department, paraguay",-22.0746521,-23.8353161,-55.5044811,-56.8170299
"1063","Paraguay","Asuncion",-40.9215384615385,"Asuncion, Paraguay",-57.575926,-25.2637399,"locality","approximate","asunción, paraguay",-25.2251891,-25.3685162,-57.5246717,-57.6715065
"1064","Paraguay","Boqueron department",-13.5981912144703,"Boqueron department, Paraguay",-60.9540073,-21.7449254,"administrative_area_level_1","approximate","boquerón department, paraguay",-20.0585412,-23.8780141,-59.2829549,-62.6389523
"1065","Paraguay","Caaguazu Department",-31.1338461538462,"Caaguazu Department, Paraguay",-56.0249982,-25.2281911,"administrative_area_level_1","approximate","caaguazú department, paraguay",-24.466097,-25.7057499,-54.9247281,-56.8466381
"1066","Paraguay","Caazapa Department",-16.3135897435897,"Caazapa Department, Paraguay",-56.0249982,-26.2260696,"administrative_area_level_1","approximate","caazapá department, paraguay",-25.521578,-26.794916,-55.2496189,-56.8455049
"1067","Paraguay","Canindeyu Department",-29.6288461538462,"Canindeyu Department, Paraguay",-55.6689636,-24.1378735,"administrative_area_level_1","approximate","canindeyú department, paraguay",-23.5385314,-24.78257,-54.259354,-56.165066
"1068","Paraguay","Central Department",-30.9553846153846,"Central Department, Paraguay",-57.5079912,-25.5628115,"administrative_area_level_1","approximate","central department, paraguay",-25.087879,-26.014746,-57.177471,-57.814782
"1069","Paraguay","Concepcion Department",-24.4238461538462,"Concepcion Department, Paraguay",-57.1013188,-22.811926,"administrative_area_level_1","approximate","concepción department, paraguay",-22.082298,-23.5051209,-56.122326,-57.992912
"1070","Paraguay","Cordillera Department",-31.9573076923077,"Cordillera Department, Paraguay",-57.0111681,-25.2289491,"administrative_area_level_1","approximate","cordillera department, paraguay",-24.8388179,-25.6632018,-56.5165789,-57.46526
"1071","Paraguay","Guaira Department",-32.9476923076923,"Guaira Department, Paraguay",-56.2929381,-25.8810932,"administrative_area_level_1","approximate","guairá department, paraguay",-25.5627229,-26.1846939,-55.638214,-56.77882
"1072","Paraguay","Itapua Department",-39.6630769230769,"Itapua Department, Paraguay",-55.6689636,-26.7923623,"administrative_area_level_1","approximate","itapúa department, paraguay",-26.089293,-27.6087381,-54.6497041,-56.710255
"1073","Paraguay","Misiones Department",-32.9442307692308,"Misiones Department, Paraguay",-57.1013188,-26.8433512,"administrative_area_level_1","approximate","misiones department, paraguay",-26.366865,-27.604212,-56.6343581,-57.7468951
"1074","Paraguay","Neembucu Department",-27.1301282051282,"Neembucu Department, Paraguay",-57.825395,-27.0299114,"administrative_area_level_1","approximate","ñeembucú department, paraguay",-25.762459,-27.4405351,-57.175465,-58.663143
"1075","Paraguay","Paraguari Department",-28.7946153846154,"Paraguari Department, Paraguay",-57.1013188,-26.174027,"administrative_area_level_1","approximate","paraguarí department, paraguay",-25.3927309,-26.6092471,-56.548324,-57.740703
"1076","Paraguay","Presidente Hayes Department",-28.6929487179487,"Presidente Hayes Department, Paraguay",-58.7373634,-23.3512605,"administrative_area_level_1","approximate","presidente hayes department, paraguay",-22.041864,-25.2917181,-57.156029,-60.7787551
"1077","Paraguay","San Pedro Department",-25.205,"San Pedro Department, Paraguay",-56.561647,-24.1948668,"administrative_area_level_1","approximate","san pedro department, paraguay",-23.2985459,-25.018806,-55.765411,-57.5075949
"1078","Peru","Amazonas",-45.1125641025641,"Amazonas, Peru",-78.1108279,-5.115146,"administrative_area_level_1","approximate","amazonas, peru",-2.9859213,-6.9867589,-77.132303,-78.7121778
"1079","Peru","Ancash",-50.9261538461538,"Ancash, Peru",-77.5619419,-9.3250497,"administrative_area_level_1","approximate","ancash, peru",-8.0497089,-10.7864499,-76.7257439,-78.6583739
"1080","Peru","Apurimac",-46.9826923076923,"Apurimac, Peru",-73.087749,-14.0504533,"administrative_area_level_1","approximate","apurimac, peru",-13.170715,-14.84273,-72.0512029,-73.847446
"1081","Peru","Arequipa",-51.6261538461538,"Arequipa, Peru",-71.537451,-16.4090474,"locality","approximate","arequipa, peru",-16.3752714,-16.4328333,-71.5133423,-71.5646806
"1082","Peru","Ayacucho",-47.7153846153846,"Ayacucho, Peru",-74.2235641,-13.1638737,"locality","approximate","ayacucho, peru",-13.1192574,-13.197473,-74.1800438,-74.2445644
"1083","Peru","Cajamarca",-46.2738461538462,"Cajamarca, Peru",-78.5127855,-7.1617465,"locality","approximate","cajamarca, peru",-7.126103,-7.1951688,-78.4743117,-78.5340929
"1084","Peru","Callao Region",-53.4538461538462,"Callao Region, Peru",-77.1139984,-11.8992604,"administrative_area_level_1","approximate","callao region, peru",-11.8192769,-12.0795068,-77.076867,-77.1873798
"1085","Peru","Cusco",-53.46,"Cusco, Peru",-71.9674626,-13.53195,"locality","approximate","cusco, peru",-13.4973908,-13.5626478,-71.8533325,-72.0251656
"1086","Peru","Huancavelica",-37.7942307692308,"Huancavelica, Peru",-74.9764024,-12.7861978,"locality","approximate","huancavelica 09001, peru",-12.7743664,-12.7912327,-74.9511767,-74.9997568
"1087","Peru","Huanuco",-52.1876923076923,"Huanuco, Peru",-76.2410843,-9.9207648,"locality","approximate","huánuco, peru",-9.8383029,-9.9442711,-76.1809051,-76.4056207
"1088","Peru","Ica",-52.1523076923077,"Ica, Peru",-75.7341811,-14.07546,"locality","approximate","ica, peru",-14.0361765,-14.1313319,-75.7176231,-75.773692
"1089","Peru","Junin",-49.9015384615385,"Junin, Peru",-75.9926306,-11.1581925,"locality","approximate","junín, peru",-11.1396662,-11.1756232,-75.9792137,-76.0060788
"1090","Peru","La Libertad",-51.7338461538462,"La Libertad, Peru",-78.4751945,-8.1435933,"administrative_area_level_1","approximate","la libertad, peru",-6.9414529,-8.9708899,-76.9012429,-79.6904499
"1091","Peru","Lambayeque",-55.7984615384615,"Lambayeque, Peru",-79.9080757,-6.7197666,"locality","approximate","lambayeque, peru",-6.675612,-6.7419329,-79.8777126,-79.9381367
"1092","Peru","Lima Region",-49.3953846153846,"Lima Region, Peru",-76.2710833,-12.2720956,"administrative_area_level_1","approximate","lima region, peru",-10.274186,-13.323397,-75.5075,-77.8859699
"1093","Peru","Loreto",-48.5046153846154,"Loreto, Peru",-74.2179326,-4.2324729,"administrative_area_level_1","approximate","loreto, peru",-0.0388736,-8.7161389,-69.9481666,-77.825958
"1094","Peru","Madre de Dios",-44.7938461538462,"Madre de Dios, Peru",-70.8119953,-11.7668705,"administrative_area_level_1","approximate","madre de dios, peru",-9.9069079,-13.3417169,-68.6522409,-72.4287389
"1095","Peru","Metropolitan Municipality of Lima",-55.3646153846154,"Metropolitan Municipality of Lima, Peru",-77.0427939,-12.0463404,"administrative_area_level_1","approximate","metropolitan municipality of lima, peru",-11.572723,-12.526549,-76.6205821,-77.200966
"1096","Peru","Moquegua",-52.9661538461538,"Moquegua, Peru",-70.9328138,-17.1927361,"locality","approximate","moquegua, peru",-17.1641233,-17.2175438,-70.8882093,-70.9717655
"1097","Peru","Pasco",-38.3076923076923,"Pasco, Peru",-75.1545381,-10.4475753,"administrative_area_level_1","approximate","pasco, peru",-9.4457039,-11.1557699,-74.1320339,-76.7302409
"1098","Peru","Piura",-53.1969230769231,"Piura, Peru",-80.6548882,-5.1782884,"locality","approximate","piura, peru",-5.1395019,-5.2466696,-80.6152725,-80.7183401
"1099","Peru","Puno",-46.4061538461538,"Puno, Peru",-70.0218805,-15.8402218,"locality","approximate","puno, peru",-15.8049816,-15.8887314,-69.9867585,-70.0460183
"1100","Peru","San Martin",-47.7430769230769,"San Martin, Peru",-76.8259652,-7.2444881,"administrative_area_level_1","approximate","san martin, peru",-5.4064669,-8.7962949,-75.4867649,-77.7756769
"1101","Peru","Tacna",-53.2061538461538,"Tacna, Peru",-70.2462741,-18.0065679,"locality","approximate","tacna, peru",-17.9556994,-18.0900544,-70.1808773,-70.3142166
