"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Djibouti","",NA,"None","","No",2020-03-19,2020-04-10,1072,2,0,0,NA,10,-12,NA,NA,NA,NA,NA,27.3114754098361,26.90625,27.7586206896552,0.852370689655171,70.7868852459016,69.8125,71.8620689655172,2.04956896551724,"DJI","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.29500008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.2,"Population ages 15-64 (% of total population)",65.89830466,"Population ages 65 and above (% of total population)",4.527579378,NA,"Djibouti","Hospital beds (per 1,000 people)",1.4,2017,87.07,47,"DJI",-0.9226128,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",486530,23000,21.2,1.37,0,104.13,1300,67.9,22.8,0.04,0,99.96,1,39.53,19.31,0.179,0.225,0.596,3,NA,NA,NA,NA,NA,NA,NA,NA,"Djibouti","Djibouti",NA,NA,43,2936.21,NA,1.1726,NA,NA,NA,"Africa",17,-1.378713512,1.691486935,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.643524463,NA,NA,NA,-0.461745535,0,0,1,0,0,0,0,59,0,4.11074342794894e-06,0.00220335847738063,-12.4019066631008,0,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominica","",NA,"None","","No",2020-03-23,NA,16,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,26.1803278688525,26.1875,26.1724137931034,-0.0150862068965516,75.4590163934426,76.15625,74.6896551724138,-1.46659482758621,"DMA","GDP per capita, PPP (constant 2011 international $)",9875.788887,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,9.19784147386964,"Dominica","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"DMA",0.6176011,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",68910,754,91.4,19.63,-13.87,14.15,5400,94,304.8,6.67,20,73.33,2,15.27,6.73,0.177,0.328,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominica","Dominica",NA,NA,96,8380.98,NA,1.5447,NA,NA,NA,"North America",13,2.497350014,1.169534497,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.378010822,NA,NA,NA,0.061333491,0,0,0,0,0,1,NA,NA,NA,0,0.000232186910462923,NA,NA,NA
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equatorial Guinea","",NA,"None","","No",2020-03-15,2020-04-24,315,1,0,0,NA,14,-26,NA,NA,NA,NA,NA,29.7049180327869,29.46875,29.9655172413793,0.49676724137931,78.1803278688525,77.9375,78.448275862069,0.510775862068968,"GNQ","GDP per capita, PPP (constant 2011 international $)",20181.13296,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.433000088,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.4,"Population ages 15-64 (% of total population)",60.42552379,"Population ages 65 and above (% of total population)",2.457877347,9.91250343504722,"Equatorial Guinea","Hospital beds (per 1,000 people)",NA,2017,93.53,67,"GNQ",-1.41511,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",540109,28051,19.3,1.06,0,85.13,2700,85.7,18.5,4.63,3.57,91.8,2,35.59,15.06,0.03,0.906,0.062,-6,NA,NA,NA,NA,NA,NA,NA,NA,"Equatorial Guinea","Equatorial Guinea",NA,NA,50,8927.44,NA,0.65485,NA,NA,1,"Africa",21,-1.103925459,1.192339102,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351362757,NA,NA,NA,-0.364056466,1,0,1,0,0,0,0,15,0,1.85147812756314e-06,0.000583215610182389,-13.199526250023,0,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea","",NA,"None","","No",2020-03-22,NA,39,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,22.327868852459,21.125,23.6551724137931,2.5301724137931,53.9344262295082,60,47.2413793103448,-12.7586206896552,"ERI","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.144000053,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",42.9,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Eritrea","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ERI",-1.58643,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",4786994,121320,39.5,1.84,0,74.87,700,58.6,7.9,4.95,0.03,95.02,1.5,34.33,9.6,0.102,0.254,0.643,-7,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea","Eritrea",NA,NA,30,342.6,NA,NA,NA,NA,1,"Africa",14,-2.194468558,1.449365389,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.770001585,NA,NA,NA,-0.693470519,1,0,1,0,0,0,0,29,0,0,8.14707517912076e-06,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Ethiopia","Yes",2020-03-14,2020-04-06,126,3,0,13,54,15,-8,9.168005355,4.209431345,2.859786477,8.33908046,5,30.672131147541,28.84375,32.6896551724138,3.84590517241379,47.8360655737705,50.71875,44.6551724137931,-6.0635775862069,"ETH","GDP per capita, PPP (constant 2011 international $)",1794.290806,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.08100009,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49,"Population ages 15-64 (% of total population)",55.7158851,"Population ages 65 and above (% of total population)",3.501132998,7.4923651287017,"Ethiopia","Hospital beds (per 1,000 people)",0.3,NA,NA,NA,"ETH",-0.4282891,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",74777981,1127127,66.3,0,0,95.32,700,42.7,8.2,10.71,0.75,88.54,2,37.98,14.86,0.475,0.099,0.426,1,"07/04/2016",64,27,41,52,25,NA,73,"Ethiopia","Ethiopia",NA,NA,104,953.179,3.375877069,NA,NA,NA,1,"Africa",22,-4.95535911,1.124363466,NA,NA,NA,NA,NA,-0.257477126,0.53823271,-1.053186962,0.06629447,-0.740226763,NA,NA,NA,0.113771903,1,0,1,0,0,0,0.046511628,43,2,4.01187616980458e-08,1.68498799131793e-06,-17.031421739283,0,NA
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Guiana","",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GUF",1.210384,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",199509,91000,2.2,0.42,6.27,12.07,8300,83,255.6,0.14,0.05,99.81,2,20.46,4.88,0.066,0.156,0.778,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",2020-03-27,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_French_Polynesia","Yes",2020-03-19,NA,58,0,0,2,65,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PYF","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.09599972,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",68.94759777,"Population ages 65 and above (% of total population)",8.290508105,NA,"French Polynesia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",274578,4167,65.9,60.6,2.94,8.44,17500,98,194.5,0.82,5.46,93.72,2,16.68,4.69,0.031,0.19,0.769,NA,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","French Polynesia",NA,NA,67,NA,NA,1.1575,NA,NA,NA,"Asia",17,2.47787793,0.943968615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.173700494,0,0,0,1,0,0,NA,NA,NA,0,0.000211233237914181,NA,0,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gambia","",2020-03-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Gambia","Yes",2020-03-18,2020-03-24,10,1,0,2,65,11,5,NA,NA,NA,NA,NA,40.1967213114754,39.6875,40.7586206896552,1.07112068965517,15.9508196721311,14.28125,17.7931034482759,3.51185344827586,"GMB","GDP per capita, PPP (constant 2011 international $)",2317.690217,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.055999756,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.8,"Population ages 15-64 (% of total population)",53.141274,"Population ages 65 and above (% of total population)",2.589980939,7.74832637260465,"Gambia, The","Hospital beds (per 1,000 people)",NA,2017,43.29,65,"GMB",-0.4307549,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1641564,11300,145.3,0.71,1.57,72.02,1700,40.1,26.8,25,0.5,74.5,2,39.37,12.25,0.308,0.142,0.549,4,"13/03/2013",NA,NA,NA,NA,NA,NA,NA,"Gambia, The","Gambia, The",NA,NA,226,755.046,4.14073315,NA,NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA,NA,0.507378955,1.303088791,-0.288330881,0.257433404,-0.749888698,NA,NA,NA,0.62392704,0,0,1,0,0,0,NA,NA,NA,6.09175152476541e-07,6.09175152476541e-06,-14.3111600038936,0,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gambia","",2020-03-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Gambia","Yes",2020-03-18,2020-03-24,10,1,0,2,65,11,5,NA,NA,NA,NA,NA,40.1967213114754,39.6875,40.7586206896552,1.07112068965517,15.9508196721311,14.28125,17.7931034482759,3.51185344827586,"GMB","GDP per capita, PPP (constant 2011 international $)",2317.690217,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.055999756,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.8,"Population ages 15-64 (% of total population)",53.141274,"Population ages 65 and above (% of total population)",2.589980939,7.74832637260465,"Gambia, The","Hospital beds (per 1,000 people)",NA,2017,43.29,65,"GMB",-0.4307549,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1641564,11300,145.3,0.71,1.57,72.02,1700,40.1,26.8,25,0.5,74.5,2,39.37,12.25,0.308,0.142,0.549,4,"13/03/2013",NA,NA,NA,NA,NA,NA,NA,"Gambia","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18,-1.425445888,0.659185049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6.09175152476541e-07,6.09175152476541e-06,-14.3111600038936,0,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibraltar","",2020-03-24,"Full","https://www.theolivepress.es/spain-news/2020/03/22/full-lockdown-in-gibraltar-from-tuesday-morning-as-coronavirus-spikes/","Yes",2020-03-20,NA,141,0,NA,5,62,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GIB","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Gibraltar","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",27928,7,3989.7,171.43,0,5.13,17500,NA,877.7,0,0,100,NA,10.74,9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibraltar","Gibraltar",NA,NA,5615,NA,NA,0.5388,NA,NA,NA,"Europe",16,4.974357201,0.992591684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7469055,0,1,0,0,0,0,NA,NA,NA,0,0.00504869664852478,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greenland","",NA,"None","","No",2020-03-20,NA,11,0,NA,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRL","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Greenland","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"GRL",1.738418,NA,NA,NA,NA,NA,NA,NA,"NORTHERN AMERICA                   ",56361,2166086,0,2.04,-8.37,15.82,20000,NA,448.9,0,0,100,1,15.93,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greenland","Greenland",NA,NA,0,NA,NA,0.5534,NA,NA,NA,"Europe",16,3.035494094,0.801815801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.965700984,0,1,0,0,0,0,0,11,0,0,0.000195170419261546,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grenada","",NA,"None","","No",2020-03-23,NA,18,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,26.5737704918033,26.75,26.3793103448276,-0.370689655172413,76.9508196721311,77.375,76.4827586206897,-0.892241379310349,"GRD","GDP per capita, PPP (constant 2011 international $)",13804.57741,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,"Population ages 15-64 (% of total population)",66.81680334,"Population ages 65 and above (% of total population)",9.621906796,9.53275551252303,"Grenada","Hospital beds (per 1,000 people)",3.7,NA,NA,NA,"GRD",0.3104176,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",89703,344,260.8,35.17,-13.92,14.62,5000,98,364.5,5.88,29.41,64.71,2,22.08,6.88,0.054,0.18,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000200662185211197,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guadeloupe","",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",452776,1780,254.4,17.19,-0.15,8.6,8000,90,463.8,11.24,3.55,85.21,2,15.05,6.09,0.15,0.17,0.68,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guinea","",NA,"None","","No",2020-03-14,2020-04-16,1240,7,0,0,NA,15,-18,NA,NA,NA,NA,NA,39.1803278688525,37.90625,40.5862068965517,2.67995689655172,17.7213114754098,14.375,21.4137931034483,7.03879310344828,"GIN","GDP per capita, PPP (constant 2011 international $)",2222.630126,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.296000004,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",55.7,"Population ages 15-64 (% of total population)",53.22380421,"Population ages 65 and above (% of total population)",2.926022448,7.70644651505544,"Guinea","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"GIN",-1.211506,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",9690222,245857,39.4,0.13,-3.06,90.37,2100,35.9,2.7,3.63,2.58,93.79,2,41.76,15.48,0.237,0.362,0.401,4,"06/08/2012",NA,NA,NA,NA,NA,NA,NA,"Guinea","Guinea",NA,NA,53,981.016,2.766527923,NA,NA,NA,NA,"Africa",21,-4.045048109,1.336277321,NA,NA,NA,NA,NA,-0.866826272,-0.071116436,-1.662536108,0.751387786,-0.738869295,NA,NA,NA,-0.32623539,0,0,1,0,0,0,0,121,0,7.22377671017238e-07,0.000127964044580196,-14.1407177447659,0,NA
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana","",NA,"None","","No",2020-03-13,2020-03-13,75,8,1,0,NA,16,16,NA,NA,NA,NA,NA,31.6393442622951,31.3125,32,0.6875,76.3934426229508,78,74.6206896551724,-3.37931034482759,"GUY","GDP per capita, PPP (constant 2011 international $)",7667.13049,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.85200024,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20,"Population ages 15-64 (% of total population)",65.33518355,"Population ages 65 and above (% of total population)",6.450271243,8.94469770310886,"Guyana","Hospital beds (per 1,000 people)",1.6,NA,NA,NA,"GUY",-0.320109,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",767245,214970,3.6,0.21,-2.07,33.26,4000,98.8,143.5,2.44,0.15,97.41,2,18.28,8.28,0.37,0.203,0.427,7,"20/05/2009",NA,NA,NA,NA,NA,NA,NA,"Guya","Guya",NA,NA,4,5252.05,3.426269634,NA,NA,NA,NA,"South America",21,0.558837722,0.689885767,NA,NA,NA,NA,NA,-0.207084561,0.588625275,-1.002794397,0.042884015,-0.530592767,NA,NA,NA,-1.900754134,0,0,0,0,1,0,NA,NA,NA,1.04269170864587e-05,9.77523476855503e-05,-11.4711199140002,1.30336463580734e-06,-13.55056145568
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iceland","",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland","Yes",2020-02-29,2020-03-20,1795,10,0,13,54,29,9,NA,NA,NA,NA,NA,-6.65573770491803,-6.125,-7.24137931034483,-1.11637931034483,88,89.28125,86.5862068965517,-2.69504310344827,"ISL","GDP per capita, PPP (constant 2011 international $)",48605.57707,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.842000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.4,"Population ages 15-64 (% of total population)",65.37258734,"Population ages 65 and above (% of total population)",14.79509256,10.7914935578315,"Iceland","Hospital beds (per 1,000 people)",3.2,NA,NA,NA,"ISL",1.719734,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",299388,103000,2.9,4.83,2.38,3.31,30900,99.9,647.7,0.07,0,99.93,3,13.64,6.72,0.086,0.15,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iceland","Iceland",0.137132628,36.5,3,67037.34,4.613276837,2.20528,25.6,48.94,NA,"Europe",36,-0.002850662,2.276115714,0.017334113,-0.12236496,1.045490973,-1.290220894,0.014973184,0.979922642,1.775632478,0.184212806,0.960248384,2.482360459,-1.523490457,0.158660677,0.452968937,-2.048405696,0,1,0,0,0,0,0.00269179,1486,4,3.34014723369006e-05,0.00599556428447366,-10.3069105770101,0,NA
"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iran","",2020-03-15,"Full","https://www.dailymail.co.uk/news/article-8109981/Iran-imposes-nationwide-lockdown-24-hours-citizen-checked-coronavirus.html","Yes",2020-02-20,2020-02-20,92584,5877,1135,14,53,38,38,7.858223062,5.196571429,2.715592833,7.703944849,5,10.6885245901639,7.71875,13.9655172413793,6.24676724137931,42.1475409836066,46.03125,37.8620689655172,-8.16918103448276,"IRN","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.38199997,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.9,"Population ages 15-64 (% of total population)",69.33886753,"Population ages 65 and above (% of total population)",6.184573806,NA,"Iran, Islamic Rep.","Hospital beds (per 1,000 people)",1.5,2017,50.71,79,"IRN",-0.6936132,"IRN",-0.38071907,0.33787999,0.55093294,0.11850627,0.59049654,0.30046999,"ASIA (EX. NEAR EAST)         ",68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46,-7,"01/07/2016",58,41,43,59,NA,NA,59,"Iran","Iran",0.734617378,30.3,51,5506.23,3.145049375,1.9021,38.8,9.9,1,"Asia",45,-5.896437842,3.027943443,0.922817196,0.47511979,1.642975723,-0.692736144,0.225738814,-0.48830482,0.307405016,-1.284014656,0.238441597,-0.518197706,0.186435811,-0.284556634,-0.847892274,-0.351207738,1,0,0,1,0,0,0.061879573,58226,3603,8.55602572852404e-05,0.00134788342019682,-9.36628966668072,1.65238883816144e-05,-11.0107034433779
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isle of Man","",2020-03-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Isle_of_Man","Yes",2020-03-21,2020-04-03,309,21,NA,6,61,8,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMN","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Isle of Man","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",75441,572,131.9,27.97,5.36,5.93,21000,NA,676,9,0,91,3,11.05,11.19,0.01,0.13,0.86,NA,"01/07/2016",NA,NA,NA,NA,NA,NA,NA,"Isle of Man","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15,2.188543868,1.758324245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.00027836322424146,0.00409591601383863,-8.1865837350634,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jersey","",2020-03-18,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Jersey","Yes",2020-03-20,2020-03-27,284,20,NA,11,56,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",91084,116,785.2,60.34,2.76,5.24,24800,NA,811.3,0,0,100,3,9.3,9.28,0.05,0.02,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000219577532826841,0.00311800096614114,-8.42380516309457,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","",2020-03-25,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kosovo","Yes",2020-03-16,2020-03-23,790,22,0,4,63,13,6,NA,NA,NA,NA,NA,9.18032786885246,7.65625,10.8620689655172,3.20581896551724,74.655737704918,77.09375,71.9655172413793,-5.12823275862068,"XKX","GDP per capita, PPP (constant 2011 international $)",10069.6711,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,9.21728332380881,"Kosovo","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"XKX",-0.3709781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","Kosovo",NA,NA,NA,4442.36,NA,1.5511,NA,NA,NA,"Europe",20,-0.047608706,1.462056161,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.570077216,NA,NA,NA,NA,0,1,0,0,0,0,0.006896552,145,1,NA,NA,NA,NA,NA
