Country.Code,Country,Indicator_GDP,GDP_pc,Indicator_unemployment,Unemployment,Indicator.Name.Communicable,Death_disease,Indicator.Name.Population1564,Age_1564,Indicator.Name.65up,Age_65up
OED,OECD members,"GDP per capita, PPP (constant 2011 international $)",40536.8942,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.173721597,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.683706931,Population ages 15-64 (% of total population),65.05445517,Population ages 65 and above (% of total population),17.11861841
OMN,Oman,"GDP per capita, PPP (constant 2011 international $)",37143.30921,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.671000004,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.5,Population ages 15-64 (% of total population),75.36070706,Population ages 65 and above (% of total population),2.392786956
OSS,Other small states,"GDP per capita, PPP (constant 2011 international $)",23957.88278,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.167642832,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.52580624,Population ages 15-64 (% of total population),64.56829948,Population ages 65 and above (% of total population),5.492465783
PAK,Pakistan,"GDP per capita, PPP (constant 2011 international $)",4939.780017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.453000069,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",34.9,Population ages 15-64 (% of total population),60.41741109,Population ages 65 and above (% of total population),4.312774311
PAN,Panama,"GDP per capita, PPP (constant 2011 international $)",22674.39904,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.90199995,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.6,Population ages 15-64 (% of total population),64.8329646,Population ages 65 and above (% of total population),8.10473108
PER,Peru,"GDP per capita, PPP (constant 2011 international $)",12793.49487,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.309999943,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.3,Population ages 15-64 (% of total population),66.12100436,Population ages 65 and above (% of total population),8.088392792
PHL,Philippines,"GDP per capita, PPP (constant 2011 international $)",7942.509857,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.150000095,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.2,Population ages 15-64 (% of total population),63.91439103,Population ages 65 and above (% of total population),5.122568768
PLW,Palau,"GDP per capita, PPP (constant 2011 international $)",16424.55184,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
PNG,Papua New Guinea,"GDP per capita, PPP (constant 2011 international $)",3847.65237,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.459000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",36.1,Population ages 15-64 (% of total population),60.73879635,Population ages 65 and above (% of total population),3.445269251
POL,Poland,"GDP per capita, PPP (constant 2011 international $)",28785.54142,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.473999977,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5,Population ages 15-64 (% of total population),67.42990642,Population ages 65 and above (% of total population),17.51781676
PRE,Pre-demographic dividend,"GDP per capita, PPP (constant 2011 international $)",3533.667767,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.693468647,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",57.06802865,Population ages 15-64 (% of total population),53.49433526,Population ages 65 and above (% of total population),2.753813638
PRI,Puerto Rico,"GDP per capita, PPP (constant 2011 international $)",35085.29731,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.187000275,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),64.48906368,Population ages 65 and above (% of total population),18.67485021
PRK,"Korea, Dem. People’s Rep.","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.74000001,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.5,Population ages 15-64 (% of total population),70.46336609,Population ages 65 and above (% of total population),9.33452041
PRT,Portugal,"GDP per capita, PPP (constant 2011 international $)",28999.37309,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.334000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.2,Population ages 15-64 (% of total population),64.58823464,Population ages 65 and above (% of total population),21.95385754
PRY,Paraguay,"GDP per capita, PPP (constant 2011 international $)",12067.53627,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.809000015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.7,Population ages 15-64 (% of total population),64.12927939,Population ages 65 and above (% of total population),6.430215009
PSE,West Bank and Gaza,"GDP per capita, PPP (constant 2011 international $)",4576.432497,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.16900063,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),57.91933298,Population ages 65 and above (% of total population),3.133305737
PSS,Pacific island small states,"GDP per capita, PPP (constant 2011 international $)",5617.490419,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.970568578,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.10603512,Population ages 15-64 (% of total population),60.42612785,Population ages 65 and above (% of total population),4.537317377
PST,Post-demographic dividend,"GDP per capita, PPP (constant 2011 international $)",43164.81651,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.996725367,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.419955548,Population ages 15-64 (% of total population),64.95424441,Population ages 65 and above (% of total population),18.95451697
PYF,French Polynesia,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.09599972,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),68.94759777,Population ages 65 and above (% of total population),8.290508105
QAT,Qatar,"GDP per capita, PPP (constant 2011 international $)",112599.9725,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.090999998,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,Population ages 15-64 (% of total population),85.08916548,Population ages 65 and above (% of total population),1.370070339
ROU,Romania,"GDP per capita, PPP (constant 2011 international $)",24538.07755,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.976000071,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.2,Population ages 15-64 (% of total population),66.12674365,Population ages 65 and above (% of total population),18.33870139
RUS,Russian Federation,"GDP per capita, PPP (constant 2011 international $)",25629.28182,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.585000038,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,Population ages 15-64 (% of total population),67.4112111,Population ages 65 and above (% of total population),14.67470832
RWA,Rwanda,"GDP per capita, PPP (constant 2011 international $)",1997.859198,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.029999971,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",42.4,Population ages 15-64 (% of total population),57.0862309,Population ages 65 and above (% of total population),2.938196078
SAS,South Asia,"GDP per capita, PPP (constant 2011 international $)",6286.313387,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.111447417,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",26.95450038,Population ages 15-64 (% of total population),65.74309191,Population ages 65 and above (% of total population),5.840560482
SAU,Saudi Arabia,"GDP per capita, PPP (constant 2011 international $)",49100.65634,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.927000046,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.6,Population ages 15-64 (% of total population),71.64306385,Population ages 65 and above (% of total population),3.314088023
SDN,Sudan,"GDP per capita, PPP (constant 2011 international $)",4230.483866,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.53499985,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",35.2,Population ages 15-64 (% of total population),55.91004761,Population ages 65 and above (% of total population),3.581160528
SEN,Senegal,"GDP per capita, PPP (constant 2011 international $)",3356.33591,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.604000092,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.7,Population ages 15-64 (% of total population),53.85774593,Population ages 65 and above (% of total population),3.086823701
SGP,Singapore,"GDP per capita, PPP (constant 2011 international $)",90091.41517,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.109000206,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.7,Population ages 15-64 (% of total population),76.25833717,Population ages 65 and above (% of total population),11.46338019
SLB,Solomon Islands,"GDP per capita, PPP (constant 2011 international $)",2149.825034,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.575999975,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.2,Population ages 15-64 (% of total population),56.15946524,Population ages 65 and above (% of total population),3.598950459
SLE,Sierra Leone,"GDP per capita, PPP (constant 2011 international $)",1421.469418,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.427999973,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",57.9,Population ages 15-64 (% of total population),55.97380444,Population ages 65 and above (% of total population),2.966556211
SLV,El Salvador,"GDP per capita, PPP (constant 2011 international $)",7393.006735,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.110000134,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.8,Population ages 15-64 (% of total population),64.58082908,Population ages 65 and above (% of total population),8.287090005
SMR,San Marino,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
SOM,Somalia,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.35099983,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",64.2,Population ages 15-64 (% of total population),50.55010499,Population ages 65 and above (% of total population),2.873310943
SRB,Serbia,"GDP per capita, PPP (constant 2011 international $)",16049.27905,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.68599987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.4,Population ages 15-64 (% of total population),65.96452656,Population ages 65 and above (% of total population),18.34579269
SSA,Sub-Saharan Africa (excluding high income),"GDP per capita, PPP (constant 2011 international $)",3533.41485,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.186859417,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",56.3603958,Population ages 15-64 (% of total population),54.47259909,Population ages 65 and above (% of total population),2.987292174
SSD,South Sudan,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.24400043,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.4,Population ages 15-64 (% of total population),54.78139569,Population ages 65 and above (% of total population),3.39848288
SSF,Sub-Saharan Africa,"GDP per capita, PPP (constant 2011 international $)",3535.53128,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.186859417,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",56.35656371,Population ages 15-64 (% of total population),54.47388208,Population ages 65 and above (% of total population),2.987705607
SST,Small states,"GDP per capita, PPP (constant 2011 international $)",21105.59178,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.651068091,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",33.38211214,Population ages 15-64 (% of total population),64.85053347,Population ages 65 and above (% of total population),6.029569449
STP,Sao Tome and Principe,"GDP per capita, PPP (constant 2011 international $)",3033.39298,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.36900043,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",33.9,Population ages 15-64 (% of total population),54.55437193,Population ages 65 and above (% of total population),2.925678109
SUR,Suriname,"GDP per capita, PPP (constant 2011 international $)",13762.80186,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.334000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.3,Population ages 15-64 (% of total population),65.92336673,Population ages 65 and above (% of total population),6.906369902
SVK,Slovak Republic,"GDP per capita, PPP (constant 2011 international $)",31226.44644,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.56099987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,Population ages 15-64 (% of total population),68.92461673,Population ages 65 and above (% of total population),15.6292465
SVN,Slovenia,"GDP per capita, PPP (constant 2011 international $)",32728.40119,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.195000172,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5,Population ages 15-64 (% of total population),65.3713453,Population ages 65 and above (% of total population),19.60687965
SWE,Sweden,"GDP per capita, PPP (constant 2011 international $)",47717.66474,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.475999832,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,Population ages 15-64 (% of total population),62.32268961,Population ages 65 and above (% of total population),20.09552493
SWZ,Eswatini,"GDP per capita, PPP (constant 2011 international $)",9439.208387,"Unemployment, total (% of total labor force) (modeled ILO estimate)",22.08300018,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.7,Population ages 15-64 (% of total population),57.87292052,Population ages 65 and above (% of total population),4.014587941
SXM,Sint Maarten (Dutch part),"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
SYC,Seychelles,"GDP per capita, PPP (constant 2011 international $)",27114.01549,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,Population ages 15-64 (% of total population),68.77008322,Population ages 65 and above (% of total population),7.594545604
SYR,Syrian Arab Republic,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.369999886,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.1,Population ages 15-64 (% of total population),64.07533477,Population ages 65 and above (% of total population),4.503124421
TCA,Turks and Caicos Islands,"GDP per capita, PPP (constant 2011 international $)",22512.0515,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
TCD,Chad,"GDP per capita, PPP (constant 2011 international $)",1746.482075,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.891000032,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.4,Population ages 15-64 (% of total population),50.39318107,Population ages 65 and above (% of total population),2.480518944
TEA,East Asia & Pacific (IDA & IBRD countries),"GDP per capita, PPP (constant 2011 international $)",14448.23523,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.91268391,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.70993801,Population ages 15-64 (% of total population),69.99925292,Population ages 65 and above (% of total population),9.498247565
TEC,Europe & Central Asia (IDA & IBRD countries),"GDP per capita, PPP (constant 2011 international $)",20696.32184,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.994135983,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.921673061,Population ages 15-64 (% of total population),66.94001194,Population ages 65 and above (% of total population),12.57559892
TGO,Togo,"GDP per capita, PPP (constant 2011 international $)",1574.020407,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.038000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",51.7,Population ages 15-64 (% of total population),55.79600849,Population ages 65 and above (% of total population),2.869468011
THA,Thailand,"GDP per capita, PPP (constant 2011 international $)",16904.69838,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.754000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.8,Population ages 15-64 (% of total population),71.01211804,Population ages 65 and above (% of total population),11.90089314
TJK,Tajikistan,"GDP per capita, PPP (constant 2011 international $)",3061.070721,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.0170002,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",23.2,Population ages 15-64 (% of total population),60.19382837,Population ages 65 and above (% of total population),3.021887552
TKM,Turkmenistan,"GDP per capita, PPP (constant 2011 international $)",17128.98534,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.913000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",17.2,Population ages 15-64 (% of total population),64.7510016,Population ages 65 and above (% of total population),4.426634462
TLA,Latin America & the Caribbean (IDA & IBRD countries),"GDP per capita, PPP (constant 2011 international $)",14776.99196,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.165169864,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.7638995,Population ages 15-64 (% of total population),66.99153305,Population ages 65 and above (% of total population),8.256209237
TLS,Timor-Leste,"GDP per capita, PPP (constant 2011 international $)",6795.510377,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.547999859,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.6,Population ages 15-64 (% of total population),57.90284343,Population ages 65 and above (% of total population),4.316492294
TMN,Middle East & North Africa (IDA & IBRD countries),"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.3679246,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12.24265731,Population ages 15-64 (% of total population),63.58108067,Population ages 65 and above (% of total population),5.40251473
TON,Tonga,"GDP per capita, PPP (constant 2011 international $)",5696.22889,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.116999984,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.7,Population ages 15-64 (% of total population),58.63058035,Population ages 65 and above (% of total population),5.953661444
TSA,South Asia (IDA & IBRD),"GDP per capita, PPP (constant 2011 international $)",6286.313387,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.111447417,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",26.95450038,Population ages 15-64 (% of total population),65.74309191,Population ages 65 and above (% of total population),5.840560482
TSS,Sub-Saharan Africa (IDA & IBRD countries),"GDP per capita, PPP (constant 2011 international $)",3535.53128,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.186859417,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",56.35656371,Population ages 15-64 (% of total population),54.47388208,Population ages 65 and above (% of total population),2.987705607
TTO,Trinidad and Tobago,"GDP per capita, PPP (constant 2011 international $)",28407.47373,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.686000109,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9,Population ages 15-64 (% of total population),68.84547391,Population ages 65 and above (% of total population),10.73495352
TUN,Tunisia,"GDP per capita, PPP (constant 2011 international $)",11094.04785,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.02199936,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.8,Population ages 15-64 (% of total population),67.51420057,Population ages 65 and above (% of total population),8.315679079
TUR,Turkey,"GDP per capita, PPP (constant 2011 international $)",25357.72223,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.48999977,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.4,Population ages 15-64 (% of total population),66.86737692,Population ages 65 and above (% of total population),8.48321294
TUV,Tuvalu,"GDP per capita, PPP (constant 2011 international $)",3593.274184,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
TZA,Tanzania,"GDP per capita, PPP (constant 2011 international $)",2875.161887,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.980000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",55.8,Population ages 15-64 (% of total population),53.30046267,Population ages 65 and above (% of total population),2.601299178
UGA,Uganda,"GDP per capita, PPP (constant 2011 international $)",1808.431134,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.843000054,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.5,Population ages 15-64 (% of total population),51.1284879,Population ages 65 and above (% of total population),1.94098692
UKR,Ukraine,"GDP per capita, PPP (constant 2011 international $)",8207.266361,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.881999969,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.1,Population ages 15-64 (% of total population),67.75290039,Population ages 65 and above (% of total population),16.43468644
UMC,Upper middle income,"GDP per capita, PPP (constant 2011 international $)",16985.22332,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.092334945,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.495997628,Population ages 15-64 (% of total population),69.21340446,Population ages 65 and above (% of total population),10.0379488
URY,Uruguay,"GDP per capita, PPP (constant 2011 international $)",20916.15018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.730999947,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.6,Population ages 15-64 (% of total population),64.57749939,Population ages 65 and above (% of total population),14.81451953
USA,United States,"GDP per capita, PPP (constant 2011 international $)",55719.11998,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.681999922,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,Population ages 15-64 (% of total population),65.48330596,Population ages 65 and above (% of total population),15.80765406
UZB,Uzbekistan,"GDP per capita, PPP (constant 2011 international $)",7591.986727,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.916999817,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.3,Population ages 15-64 (% of total population),66.89480471,Population ages 65 and above (% of total population),4.419137878
VCT,St. Vincent and the Grenadines,"GDP per capita, PPP (constant 2011 international $)",10903.41109,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.88100052,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.4,Population ages 15-64 (% of total population),67.86890601,Population ages 65 and above (% of total population),9.589786863
VEN,"Venezuela, RB","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.800999641,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.3,Population ages 15-64 (% of total population),65.0663628,Population ages 65 and above (% of total population),7.26698662
VGB,British Virgin Islands,"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
VIR,Virgin Islands (U.S.),"GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.661999702,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),60.99828047,Population ages 65 and above (% of total population),19.28830722
VNM,Vietnam,"GDP per capita, PPP (constant 2011 international $)",6608.621686,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.013000011,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.5,Population ages 15-64 (% of total population),69.55234487,Population ages 65 and above (% of total population),7.274978298
VUT,Vanuatu,"GDP per capita, PPP (constant 2011 international $)",2858.202369,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.385000229,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",18.8,Population ages 15-64 (% of total population),57.51161678,Population ages 65 and above (% of total population),3.640153068
WLD,World,"GDP per capita, PPP (constant 2011 international $)",15956.6992,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.394345858,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.17716952,Population ages 15-64 (% of total population),65.33118151,Population ages 65 and above (% of total population),8.873442244
WSM,Samoa,"GDP per capita, PPP (constant 2011 international $)",5752.993157,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.359000206,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12,Population ages 15-64 (% of total population),56.87889093,Population ages 65 and above (% of total population),4.800411974
XKX,Kosovo,"GDP per capita, PPP (constant 2011 international $)",10069.6711,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,Population ages 15-64 (% of total population),NA,Population ages 65 and above (% of total population),NA
YEM,"Yemen, Rep.","GDP per capita, PPP (constant 2011 international $)",2284.970504,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.90999985,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",28.7,Population ages 15-64 (% of total population),57.50883997,Population ages 65 and above (% of total population),2.876269756
ZAF,South Africa,"GDP per capita, PPP (constant 2011 international $)",12144.6942,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.18099976,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.6,Population ages 15-64 (% of total population),65.60250585,Population ages 65 and above (% of total population),5.318005005
ZMB,Zambia,"GDP per capita, PPP (constant 2011 international $)",3747.972455,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.42500019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",60.6,Population ages 15-64 (% of total population),52.96418082,Population ages 65 and above (% of total population),2.099678026
ZWE,Zimbabwe,"GDP per capita, PPP (constant 2011 international $)",2688.406942,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.953999996,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.6,Population ages 15-64 (% of total population),54.65941011,Population ages 65 and above (% of total population),2.939523653
